"full_name","country_code","role","season","team","mins_played","xG","goals","xA","assists","xT","xT_from_passes","xT_from_carries","won_dribblings","attempted_dribblings","won_dribblings_ratio","offensive_aero"
Zlatan Ibrahimovic,SWE,FW,2021,Milan,1008,6.2524492,8,2.0122613,3,0.7941231,0.6358275,0.1582956,5,9,0.5556,68.9437
Fabio Quagliarella,ITA,FW,2021,Sampdoria,1658,4.2591784,4,1.83709,3,0.6302698,0.5852175,0.0450523,11,23,0.4783,38.1917
Cristiano Ronaldo,PRT,FW,2021,Juventus,31,0.2364108,,0.0281312,,-0.0182404,-0.0175967,-0.0006437,1,1,1.0000,
Goran Pandev,MKD,FW,2021,Genoa,835,0.4649214,,1.1868174,1,0.6278321,0.3496608,0.2781713,10,22,0.4545,40.5377
Stefano Okaka,ITA,FW,2021,Udinese,20,0.0338229,,0.0015251,1,0.0169066,0.0025241,0.0143825,,,,54.5864
Franck Ribéry,FRA,FW,2021,Salernitana,1426,0.8601618,,3.2906701,3,1.6867644,0.5632715,1.1234929,28,63,0.4444,24.3009
Samuel Di Carmine,ITA,FW,2021,Verona,35,0.0528104,,0.001436,,-0.005144,-0.005144,,,,,61.6815
Alexis Sánchez,CHL,FW,2021,Internazionale,862,4.95161,5,2.5208738,2,1.4815018,0.7891089,0.6923929,21,39,0.5385,40.9643
Nani,PRT,WAM,2021,Venezia,283,0.0797658,,0.3690447,1,0.2582956,0.0621515,0.1961441,5,12,0.4167,46.1631
Fernando Forestieri,ITA,FW,2021,Udinese,53,1.1131727,2,0.3265817,1,0.0317559,0.0247261,0.0070298,1,1,1.0000,40.2408
Marko Arnautovic,AUT,FW,2021,Bologna,2703,14.9463184,14,2.3508342,1,0.6504689,0.0425985,0.6078704,37,59,0.6271,48.147
Felipe Caicedo,ECU,FW,2021,Genoa,278,1.2327335,1,0.4576177,2,-0.0842216,-0.0174204,-0.0668012,1,5,0.2000,54.7942
Edin Dzeko,BIH,FW,2021,Internazionale,2475,14.6271539,13,3.4209883,5,1.6762553,1.026771,0.6494843,17,41,0.4146,53.5641
Olivier Giroud,FRA,FW,2021,Milan,1902,10.1596838,11,1.8446551,3,-0.6872281,-0.3887247,-0.2985034,4,8,0.5000,79.2715
Antonio Candreva,ITA,WAM,2021,Sampdoria,3131,6.0052318,7,8.5679158,10,4.6339072,3.4989704,1.1349368,21,51,0.4118,38.0341
Milan Djuric,BIH,FW,2021,Salernitana,2173,5.7899022,5,3.4561296,3,0.429332,0.6498646,-0.2205326,8,16,0.5000,83.8014
Pedro,ESP,WAM,2021,Lazio,2042,3.6442885,9,3.1340335,5,2.2678672,1.0466605,1.2212067,31,57,0.5439,36.1256
Nikola Kalinic,HRV,FW,2021,Verona,399,3.0495753,4,0.5439559,1,0.0481028,-0.1049937,0.1530965,2,4,0.5000,33.3015
Francesco Caputo,ITA,FW,2021,Sampdoria,2799,10.5546472,11,3.0705757,4,0.6032458,-0.4359484,1.0391942,13,27,0.4815,54.1462
Francesco Caputo,ITA,FW,2021,Sassuolo,157,0.7194605,,0.7513266,1,0.1561109,-0.0526082,0.2087191,,1,,55.2705
José Callejón,ESP,WAM,2021,Fiorentina,1300,1.607141,1,3.422044,2,1.1284888,0.9491317,0.1793571,7,13,0.5385,44.8441
Dries Mertens,BEL,FW,2021,Napoli,1386,5.1459643,11,2.5564743,1,1.7281554,0.8990701,0.8290853,17,29,0.5862,31.8756
Diego Farias,BRA,FW,2021,Cagliari,62,0.0357027,,0.0076189,,-0.0360418,-0.0469515,0.0109097,1,1,1.0000,43.5198
Josip Ilicic,SVN,FW,2021,Atalanta,836,2.8806207,3,3.0782969,4,2.0086137,1.193676,0.8149377,27,40,0.6750,22.4624
Aleksandr Kokorin,RUS,FW,2021,Fiorentina,50,0.0,,0.0119431,,-0.0236085,-0.021288,-0.0023205,,,,54.9856
Riccardo Saponara,ITA,WAM,2021,Fiorentina,1286,2.3975804,3,2.7419006,3,2.1804203,0.8172005,1.3632198,20,53,0.3774,53.8244
Stephan El Shaarawy,ITA,WAM,2021,Roma,1046,2.7884041,3,2.5860031,,1.5712087,1.3990828,0.1721259,20,39,0.5128,54.1559
Ciro Immobile,ITA,FW,2021,Lazio,2716,22.2525393,27,3.0179326,2,1.5193008,-0.166922,1.6862228,19,40,0.4750,42.9136
Mattia Destro,ITA,FW,2021,Genoa,1753,7.6784571,9,0.4603556,1,0.3887835,-0.0528667,0.4416502,11,26,0.4231,32.7187
Simone Zaza,ITA,FW,2021,Torino,118,1.0256555,,0.0867376,,0.0902258,-0.0878144,0.1780402,2,3,0.6667,54.371
Manolo Gabbiadini,ITA,FW,2021,Sampdoria,1147,4.5598259,6,1.6368975,2,0.7119254,0.3186843,0.3932411,4,10,0.4000,38.0003
Leonardo Pavoletti,ITA,FW,2021,Cagliari,1506,6.1709772,5,0.9282091,1,-0.0373164,-0.4262626,0.3889462,6,10,0.6000,62.2731
Ilija Nestorovski,MKD,FW,2021,Udinese,183,0.8639876,1,0.2133149,1,0.2757198,0.170018,0.1057018,,1,,34.4211
Lorenzo Insigne,ITA,WAM,2021,Napoli,2309,15.8766749,11,5.5750649,9,4.0787735,2.2244175,1.854356,41,80,0.5125,45.7673
Diego Falcinelli,ITA,FW,2021,Bologna,61,0.2882033,,0.0566444,,0.0611315,-0.0083138,0.0694453,2,4,0.5000,50.7938
Federico Santander,PRY,FW,2021,Bologna,61,0.362453,1,0.1240548,,0.0797966,0.0876646,-0.007868,,2,,61.0795
Andrea La Mantia,ITA,FW,2021,Empoli,477,1.3432593,2,0.1763766,1,0.0838312,-0.1041109,0.1879421,,,,76.7799
Nicola Sansone,ITA,WAM,2021,Bologna,880,2.8705657,2,1.7850639,3,0.396584,0.1877034,0.2088806,14,34,0.4118,29.1646
Luis Muriel,COL,FW,2021,Atalanta,1540,6.5925411,9,6.1801694,8,3.5258071,2.2955768,1.2302303,62,104,0.5962,52.9139
JP Galvão,ITA,FW,2021,Cagliari,3325,12.581729,13,2.9931315,4,1.360155,0.6108559,0.7492991,34,72,0.4722,49.9116
Álvaro Morata,ESP,FW,2021,Juventus,2312,8.9241677,9,3.4981616,7,1.90345,1.0600021,0.8434479,23,47,0.4894,51.1449
Gerard Deulofeu,ESP,FW,2021,Udinese,2626,8.3929995,13,7.2860885,5,7.0267459,3.8919673,3.1347786,50,117,0.4274,22.1239
Grégoire Defrel,FRA,FW,2021,Sassuolo,1345,4.0578936,2,1.4844222,2,0.3028435,-0.0653729,0.3682164,20,37,0.5405,37.221
Ante Rebic,HRV,FW,2021,Milan,875,2.4637524,2,3.2960525,2,1.9985878,1.6496063,0.3489815,16,38,0.4211,52.2709
Felipe Anderson,BRA,WAM,2021,Lazio,2899,5.8676342,6,5.7438101,8,3.7095123,2.201891,1.5076213,58,108,0.5370,30.4114
Duván Zapata,COL,FW,2021,Atalanta,1732,15.0075246,10,4.6135367,4,1.7255942,0.5512563,1.1743379,28,61,0.4590,69.5953
Ernesto Torregrossa,VEN,FW,2021,Sampdoria,107,0.0,,0.1395932,,0.0094631,-0.0033025,0.0127656,,4,,56.0291
Andrea Belotti,ITA,FW,2021,Torino,1377,7.644908,8,0.6825019,1,0.0617891,-0.2844966,0.3462857,15,25,0.6000,58.598
Joaquín Correa,ARG,FW,2021,Internazionale,1024,5.7250145,6,1.7175978,1,1.5894181,0.526686,1.0627321,17,40,0.4250,43.7765
Domenico Berardi,ITA,WAM,2021,Sassuolo,2835,12.5212483,15,8.5946415,14,4.3950785,3.0541386,1.3409399,30,68,0.4412,44.3449
Paulo Dybala,ARG,FW,2021,Juventus,2072,8.1260417,10,4.4156602,5,1.9653445,0.740577,1.2247675,47,79,0.5949,34.7566
Jérémie Boga,CIV,WAM,2021,Sassuolo,671,0.994162,,0.6736154,2,0.842608,0.1505527,0.6920553,28,48,0.5833,31.27
Federico Bernardeschi,ITA,WAM,2021,Juventus,1480,1.5434304,1,2.0743099,2,1.6157646,1.0657706,0.549994,32,61,0.5246,45.0236
Andrea Petagna,ITA,FW,2021,Napoli,573,1.7106659,3,1.0488006,1,0.2836594,0.2698335,0.0138259,9,14,0.6429,59.1773
Francesco Forte,ITA,FW,2021,Venezia,398,1.2375341,1,0.1421938,,0.0023083,0.0156835,-0.0133752,1,1,1.0000,67.117
Caleb Ekuban,GHA,FW,2021,Genoa,1717,4.123779,1,1.8549493,2,1.0301502,0.6691374,0.3610128,26,52,0.5000,65.3598
Francesco Di Mariano,ITA,WAM,2021,Venezia,63,,,0.0271721,,-0.0300414,-0.0397061,0.0096647,,2,,
Gastón Pereiro,URY,FW,2021,Cagliari,963,1.673623,4,2.108667,2,0.9740454,0.4650672,0.5089782,10,19,0.5263,40.0028
Leonardo Mancuso,ITA,FW,2021,Empoli,428,1.6957346,1,0.2960817,,0.0920262,0.0406457,0.0513805,,,,39.2338
Matteo Politano,ITA,WAM,2021,Napoli,1657,2.8612414,3,3.2619804,4,1.7436337,0.4694401,1.2741936,21,47,0.4468,41.0476
Daniele Verde,ITA,WAM,2021,Spezia,1957,5.6900242,8,3.8549037,6,2.0373416,1.4213278,0.6160138,15,38,0.3947,
Vedat Muriqi,XKX,FW,2021,Lazio,208,0.7390575,,0.0730405,,-0.0129369,-0.0243152,0.0113783,3,5,0.6000,61.4359
Keita Baldé,SEN,FW,2021,Cagliari,1233,3.4302904,3,1.1185714,1,0.6665753,0.4619117,0.2046636,6,18,0.3333,39.6546
Mattia Zaccagni,ITA,WAM,2021,Verona,180,1.3274438,2,1.1580091,,0.0974058,0.0288716,0.0685342,7,11,0.6364,46.9909
Mattia Zaccagni,ITA,WAM,2021,Lazio,1879,4.2531334,4,2.528193,5,2.0983008,0.8254816,1.2728192,45,87,0.5172,36.0968
Federico Di Francesco,ITA,WAM,2021,Empoli,1376,2.6616355,5,1.1322045,,0.7523732,0.3921701,0.3602031,13,35,0.3714,37.144
Emmanuel Gyasi,GHA,WAM,2021,Spezia,3044,6.2976988,6,1.7867128,,0.4675717,0.0766245,0.3909472,33,55,0.6000,40.5285
Federico Bonazzoli,ITA,FW,2021,Salernitana,1866,8.2173129,10,1.0978827,,0.1710499,-0.0591819,0.2302318,15,30,0.5000,44.3987
Simy,NGA,FW,2021,Salernitana,841,2.6814448,1,0.2602886,1,0.1390006,-0.1231112,0.2621118,7,10,0.7000,46.8151
Giovanni Simeone,ARG,FW,2021,Cagliari,6,0.0,,0.0002068,,-0.0005155,-0.0003114,-0.0002041,,,,
Giovanni Simeone,ARG,FW,2021,Verona,2667,11.4470977,17,2.1684607,5,1.221138,0.6169085,0.6042295,23,61,0.3770,33.7944
Ignacio Pussetto,ARG,FW,2021,Udinese,1198,4.831019,4,1.5114407,4,0.470091,0.0842756,0.3858154,25,56,0.4464,54.3873
Antonio Sanabria,PRY,FW,2021,Torino,1814,8.9595606,6,1.4612513,2,-0.0342975,-0.4527062,0.4184087,13,20,0.6500,48.1121
Isaac Success,NGA,FW,2021,Udinese,910,2.8649269,2,2.8186346,7,0.8190311,0.3173224,0.5017087,19,29,0.6552,38.5526
Tammy Abraham,ENG,FW,2021,Roma,3097,19.8643817,17,3.0067691,4,1.7887979,0.5590766,1.2297213,38,77,0.4935,62.3106
Hirving Lozano,MEX,WAM,2021,Napoli,1621,5.5959674,5,2.9713227,5,1.949268,0.8123486,1.1369194,29,44,0.6591,40.891
Carles Pérez,ESP,WAM,2021,Roma,542,1.4542637,1,1.061264,1,0.7755605,0.2590976,0.5164629,11,20,0.5500,36.0932
Krzysztof Piatek,POL,FW,2021,Fiorentina,735,4.0466607,3,0.9184099,,-0.1735501,-0.107912,-0.0656381,3,6,0.5000,53.7496
Kevin Lasagna,ITA,FW,2021,Verona,1171,4.0366977,2,1.2516837,4,0.9686328,0.5008968,0.467736,10,19,0.5263,46.1567
Samu Castillejo,ESP,WAM,2021,Milan,125,0.0952607,,0.2417976,,0.0758694,0.0422769,0.0335925,,2,,42.5802
Rey Manaj,ALB,FW,2021,Spezia,1768,6.9657045,5,0.851151,,0.6900361,-0.0760892,0.7661253,22,49,0.4490,45.3118
Gianluca Scamacca,ITA,FW,2021,Sassuolo,2154,11.7085317,16,1.460968,,1.0033501,0.2173506,0.7859995,21,30,0.7000,69.5235
Borja Mayoral,ESP,FW,2021,Roma,94,0.1620176,,0.0407777,,-0.0789396,-0.0588728,-0.0200668,1,4,0.2500,
Jonathan Ikoné,FRA,WAM,2021,Fiorentina,643,1.5705396,1,1.2730698,1,0.5306608,0.093672,0.4369888,13,23,0.5652,38.4373
Samuel Mráz,SVK,FW,2021,Spezia,52,0.0134147,,0.028014,,-0.0009178,0.0041263,-0.0050441,,,,51.7995
Andrea Favilli,ITA,FW,2021,Genoa,36,0.0,,0.0002911,,-0.01443,-0.0082232,-0.0062068,,,,
Eldor Shomurodov,UZB,FW,2021,Roma,765,4.315381,3,1.4042312,4,0.7076282,0.3826132,0.325015,3,12,0.2500,41.6603
Pietro Pellegri,ITA,FW,2021,Milan,130,0.2314355,,0.2000251,,-0.0178267,0.0401238,-0.0579505,1,4,0.2500,34.6778
Flavio Bianchi,ITA,FW,2021,Genoa,317,0.6903331,1,0.0396846,,-0.1934353,-0.0781774,-0.1152579,3,3,1.0000,55.3843
Patrick Cutrone,ITA,FW,2021,Empoli,1402,4.0978361,3,0.9320581,,0.6766094,0.3739918,0.3026176,9,18,0.5000,29.8732
Lautaro Martínez,ARG,FW,2021,Internazionale,2301,22.2526819,21,1.9438491,3,0.0817288,-0.2382107,0.3199395,21,54,0.3889,58.4155
Sam Lammers,NLD,FW,2021,Atalanta,37,,,0.0233529,,0.053379,0.0356116,0.0177674,,2,,45.6835
Cedric Gondo,CIV,FW,2021,Salernitana,704,1.3640471,1,0.6303979,,-0.1570466,-0.2171498,0.0601032,11,20,0.5500,53.908
Andrea Pinamonti,ITA,FW,2021,Empoli,2870,13.0432067,13,1.5896031,2,0.7275161,0.1930989,0.5344172,17,40,0.4250,40.4221
Rafael Leão,PRT,WAM,2021,Milan,2618,9.878031,11,5.9093144,8,5.0504279,2.5544935,2.4959344,98,163,0.6012,59.3536
Adam Ounas,DZA,WAM,2021,Napoli,312,0.6408128,,0.9050461,,0.5913358,0.411296,0.1800398,24,28,0.8571,37.8392
Victor Osimhen,NGA,FW,2021,Napoli,1989,12.7673432,14,1.3224089,2,0.3854354,-0.2996796,0.685115,30,54,0.5556,71.5714
Josip Brekalo,HRV,WAM,2021,Torino,2296,4.7063876,7,4.9409491,2,1.4906236,0.5126407,0.9779829,40,70,0.5714,45.259
M'Bala Nzola,AGO,FW,2021,Spezia,1060,2.5699969,2,1.1439417,1,0.5335066,0.0722831,0.4612235,16,27,0.5926,42.9063
Thomas Henry,FRA,FW,2021,Venezia,2122,7.3236167,9,2.5137667,3,0.7325259,0.615644,0.1168819,12,38,0.3158,68.4327
David Okereke,NGA,FW,2021,Venezia,2062,5.3194854,7,1.4482574,,0.6880947,0.0838045,0.6042902,26,50,0.5200,39.7189
Federico Chiesa,ITA,WAM,2021,Juventus,867,2.9733372,2,1.1753423,2,1.1256834,0.5095188,0.6161646,21,41,0.5122,23.5803
Riccardo Orsolini,ITA,WAM,2021,Bologna,1793,5.6925106,6,1.4839762,3,1.3932312,0.9163216,0.4769096,26,58,0.4483,51.0446
Julian Kristoffersen,NOR,FW,2021,Salernitana,6,0.0299242,,0.002311,,0.007211,0.007211,0.0,,,,65.3318
Dusan Vlahovic,SRB,FW,2021,Fiorentina,1861,12.0517455,17,2.7496184,2,0.6605506,0.2921951,0.3683555,20,37,0.5405,68.7435
Eljif Elmas,MKD,WAM,2021,Napoli,1598,3.3044169,3,1.8919488,5,1.2738798,0.2111624,1.0627174,24,35,0.6857,31.019
Roberto Piccoli,ITA,FW,2021,Atalanta,185,1.3358833,1,0.0833561,,0.0498365,-0.0669849,0.1168214,1,3,0.3333,41.8422
Edoardo Vergani,ITA,FW,2021,Salernitana,98,0.0,,0.1010532,,0.0013861,-0.0119092,0.0132953,,1,,48.1169
Nicolás González,ARG,WAM,2021,Fiorentina,2358,8.9154862,7,5.4194263,6,3.3861823,1.9431022,1.4430801,57,115,0.4957,76.8524
Riccardo Sottil,ITA,WAM,2021,Fiorentina,1243,2.5815354,3,2.054826,2,1.2626975,0.2837658,0.9789317,26,52,0.5000,44.1476
Moise Kean,ITA,FW,2021,Juventus,1089,5.2643145,5,0.1482216,1,-0.155806,-0.4899967,0.3341907,18,44,0.4091,60.484
Emanuel Vignato,ITA,WAM,2021,Bologna,578,0.4336847,,1.0955553,1,0.9032862,0.6494749,0.2538113,12,14,0.8571,47.6774
Damir Ceter,COL,FW,2021,Cagliari,5,0.0,,0.0000932,,-0.0102166,-0.0102166,0.0,,,,
Nicolò Zaniolo,ITA,WAM,2021,Roma,1984,6.3337032,2,2.0627709,2,2.0398116,0.5760595,1.4637521,56,114,0.4912,46.8274
Dennis Johnsen,NOR,FW,2021,Venezia,1464,1.7160948,1,2.0370608,2,1.2017002,0.7300799,0.4716203,20,66,0.3030,36.439
Arnór Sigurdsson,ISL,WAM,2021,Venezia,174,0.1469737,,0.069834,,0.0436019,0.0287723,0.0148296,3,6,0.5000,39.5644
Magnus Warming,DNK,FW,2021,Torino,53,0.0,,0.0466772,,0.0659572,0.0571537,0.0088035,,1,,51.6604
Hamed Traorè,CIV,WAM,2021,Sassuolo,1777,6.5109775,7,3.0372432,2,3.559176,1.5768966,1.9822794,61,104,0.5865,40.7181
Andreas Skov Olsen,DNK,WAM,2021,Bologna,742,1.161256,,0.6743635,2,0.6687142,0.2380176,0.4306966,5,15,0.3333,44.3896
Junior Messias,BRA,WAM,2021,Milan,1429,4.2241692,5,2.0620284,2,1.9344144,1.0742143,0.8602001,30,63,0.4762,50.5819
Alexis Saelemaekers,BEL,WAM,2021,Milan,1866,2.8031047,1,3.583672,3,1.8139481,1.0237302,0.7902179,52,92,0.5652,35.9985
Manolo Portanova,ITA,WAM,2021,Genoa,1330,3.4153592,1,0.53381,,0.3582568,0.0321033,0.3261535,25,46,0.5435,51.2979
Luca Gagliano,ITA,FW,2021,Cagliari,11,0.0,,0.001666,,-0.0017239,-0.0016674,-0.0000565,,1,,44.6584
Mikkel Damsgaard,DNK,WAM,2021,Sampdoria,576,0.526943,,0.746007,,0.3233535,0.2484928,0.0748607,16,25,0.6400,56.8446
Musa Barrow,GMB,WAM,2021,Bologna,2146,6.0655797,6,3.8060763,6,2.1657246,1.2367305,0.9289941,31,63,0.4921,24.0194
Dejan Kulusevski,SWE,WAM,2021,Juventus,758,2.8328464,1,1.4959868,3,1.0944707,0.6229594,0.4715113,18,32,0.5625,36.9983
Giacomo Raspadori,ITA,FW,2021,Sassuolo,2752,8.289107,10,3.868618,5,1.2973075,0.2258199,1.0714876,35,60,0.5833,35.9326
Kelvin Yeboah,ITA,FW,2021,Genoa,848,1.4558124,,1.030922,1,0.8405359,0.585551,0.2549849,13,36,0.3611,51.3804
David Strelec,SVK,FW,2021,Spezia,506,0.447376,1,0.4752231,,0.1938879,-0.0477922,0.2416801,4,10,0.4000,52.4151
Sydney van Hooijdonk,NLD,FW,2021,Bologna,35,0.0,,0.015241,,-0.017158,-0.0040341,-0.0131239,1,1,1.0000,52.7911
Raúl Moro,ESP,WAM,2021,Lazio,190,0.2511299,,0.1692216,1,0.1289735,0.0174194,0.1115541,3,10,0.3000,
Matteo Cancellieri,ITA,WAM,2021,Verona,218,0.2366454,1,0.174172,,0.1623864,0.0753415,0.0870449,6,12,0.5000,34.484
Kaio Jorge,BRA,FW,2021,Juventus,114,0.4109552,,0.1945502,,-0.0124312,-0.022611,0.0101798,1,1,1.0000,39.8665
Ebrima Colley,GMB,WAM,2021,Spezia,390,0.7742793,,1.1810626,,0.6393247,0.4089342,0.2303905,12,18,0.6667,27.1029
Issa Bah,GIN,WAM,2021,Venezia,9,0.0,,0.0008337,,0.00786,0.0027489,0.0051111,,,,50.0
Martín Satriano,URY,FW,2021,Internazionale,34,0.0,,0.0469681,,-0.0279857,-0.0002393,-0.0277464,,,,51.9957
Aleksander Buksa,POL,FW,2021,Genoa,62,0.0,,0.0231909,,0.0137524,0.0138824,-0.00013,,,,54.927
Marley Aké,FRA,WAM,2021,Juventus,72,0.0,,0.0144563,,0.0269737,0.0029746,0.0239991,,2,,44.5417
Beto,PRT,FW,2021,Udinese,2176,12.047921,11,1.2349782,,0.5539825,-0.0812307,0.6352132,40,74,0.5405,34.6155
Daniel Maldini,ITA,WAM,2021,Milan,144,0.4499046,1,0.1527487,,0.0068836,-0.0589266,0.0658102,2,3,0.6667,50.1384
Brian Oddei,ITA,WAM,2021,Sassuolo,7,0.0878296,,0.0030762,,0.0074236,-0.0077586,0.0151822,1,1,1.0000,
Janis Antiste,FRA,FW,2021,Spezia,796,1.9752287,1,0.5381174,,0.3710021,-0.0056972,0.3766993,8,21,0.3810,44.7166
Luka Romero,ARG,WAM,2021,Lazio,77,0.0193428,,0.0677995,,-0.0310947,-0.0278556,-0.0032391,2,3,0.6667,50.0
Matías Soulé,ARG,WAM,2021,Juventus,4,0.0908611,,0.0036486,,0.016898,0.00835,0.008548,,,,
Riccardo Ciervo,ITA,WAM,2021,Sampdoria,219,0.0762621,,0.3280027,,0.1284851,0.0169869,0.1114982,2,4,0.5000,48.5435
Luigi Samele,ITA,FW,2021,Sassuolo,3,0.0,,0.1977163,1,0.0595172,-0.0532121,0.1127293,,,,
Suf Podgoreanu,ISR,WAM,2021,Spezia,109,0.0240455,,0.0660956,1,0.0623753,-0.0101479,0.0725232,3,6,0.5000,50.0
Antonio Raimondo,ITA,FW,2021,Bologna,75,0.1258959,,0.0067342,,-0.0406457,-0.0575765,0.0169308,,4,,45.3397
Felix Afena-Gyan,GHA,FW,2021,Roma,664,1.7844326,2,0.2245887,,0.3972424,-0.0430746,0.440317,5,20,0.2500,59.2724
Filippo Distefano,ITA,FW,2021,Fiorentina,1,0.0,,0.0000962,,-0.0049964,-0.0049964,0.0,,1,,
Riccardo Pinzi,ITA,FW,2021,Udinese,1,0.0,,0.0,,0.0,0.0,0.0,,,,
Zlatan Ibrahimovic,SWE,FW,2020,Milan,1498,16.0129485,15,2.7234642,2,2.1806597,1.2406152,0.9400445,11,22,0.5000,78.7146
Fabio Quagliarella,ITA,FW,2020,Sampdoria,2213,10.9089253,13,1.0541543,1,0.8573817,0.5086952,0.3486865,17,28,0.6071,50.0582
Cristiano Ronaldo,PRT,FW,2020,Juventus,2803,28.9382822,29,3.4194466,3,3.8080128,0.9245084,2.8835044,58,95,0.6105,72.2825
Goran Pandev,MKD,FW,2020,Genoa,1404,4.2501402,7,1.0284818,3,1.0272255,0.5930236,0.4342019,15,30,0.5000,42.1283
Graziano Pellè,ITA,FW,2020,Parma,610,1.633893,1,1.0492638,2,0.3085902,0.2873986,0.0211916,1,3,0.3333,69.934
Fernando Llorente,ESP,FW,2020,Udinese,715,1.4327726,1,0.4483763,,-0.3521978,-0.3853927,0.0331949,3,4,0.7500,74.8188
Fernando Llorente,ESP,FW,2020,Napoli,49,0.1344351,,0.2573733,,0.2246552,0.1991498,0.0255054,,1,,70.7302
Stefano Okaka,ITA,FW,2020,Udinese,1492,4.2706376,4,0.8071822,1,0.3073625,-0.1927478,0.5001103,17,27,0.6296,54.5864
Rodrigo Palacio,ARG,FW,2020,Bologna,2504,8.1358494,5,3.878944,5,2.7755771,1.1931316,1.5824455,35,69,0.5072,43.4752
Franck Ribéry,FRA,FW,2020,Fiorentina,2170,2.7266188,2,4.5881921,6,3.1978408,1.6756171,1.5222237,64,109,0.5872,30.3153
Samuel Di Carmine,ITA,FW,2020,Verona,501,2.0313961,,0.0896435,,0.2452601,-0.1543308,0.3995909,2,3,0.6667,66.3351
Samuel Di Carmine,ITA,FW,2020,Crotone,475,0.55754,,0.0952212,,-0.1489531,-0.0856754,-0.0632777,,2,,63.9512
Alexis Sánchez,CHL,FW,2020,Internazionale,1137,7.0862453,7,4.2575554,5,1.32135,1.1861897,0.1351603,24,36,0.6667,47.7162
Fernando Forestieri,ITA,FW,2020,Udinese,539,1.4778394,1,0.7799002,1,0.2297154,0.1396199,0.0900955,10,20,0.5000,40.2408
Marco Sau,ITA,FW,2020,Benevento,778,2.1292384,4,1.2278463,2,-0.2708773,-0.1235831,-0.1472942,11,18,0.6111,27.6553
Felipe Caicedo,ECU,FW,2020,Lazio,922,5.0127971,8,0.5432824,,0.1658785,-0.1432387,0.3091172,9,19,0.4737,62.4151
Edin Dzeko,BIH,FW,2020,Roma,1825,13.2640768,7,2.1887624,3,1.200302,0.6690181,0.5312839,27,55,0.4909,70.6724
Gervinho,CIV,WAM,2020,Parma,2030,4.1258586,5,2.4008658,1,2.4173102,0.9530682,1.464242,56,98,0.5714,37.6968
Antonio Candreva,ITA,WAM,2020,Sampdoria,2511,4.8482491,5,5.8698704,8,4.0893325,2.9606731,1.1286594,29,51,0.5686,42.8142
Mario Mandzukic,HRV,FW,2020,Milan,204,0.800235,,0.0860557,,0.1271581,0.1258855,0.0012726,,,,51.284
Pedro,ESP,WAM,2020,Roma,1598,4.8560663,5,2.4756066,2,2.0913346,1.3027064,0.7886282,29,44,0.6591,36.2684
Luca Siligardi,ITA,WAM,2020,Parma,33,,,0.1934954,,0.0237875,-0.0185657,0.0423532,,,,
Luca Siligardi,ITA,WAM,2020,Crotone,44,0.0770594,,0.062896,,0.0333088,0.0268807,0.0064281,2,2,1.0000,
Nikola Kalinic,HRV,FW,2020,Verona,1071,3.8201756,2,0.4718695,,0.0461188,-0.2921594,0.3382782,5,9,0.5556,31.6354
Francesco Caputo,ITA,FW,2020,Sassuolo,1701,10.3393842,11,2.0445382,5,0.3973511,-0.3846874,0.7820385,6,14,0.4286,50.5181
Emmanuel Rivière,MTQ,FW,2020,Crotone,632,1.2332021,1,0.3980627,1,0.3509695,-0.0075021,0.3584716,5,9,0.5556,55.2873
José Callejón,ESP,WAM,2020,Fiorentina,655,0.3481884,,1.35227,1,0.2031875,0.1858081,0.0173794,6,9,0.6667,38.1423
Iago Falque,ESP,WAM,2020,Benevento,354,0.4503529,1,1.6251635,1,0.7953782,0.6233465,0.1720317,7,17,0.4118,23.5184
Dries Mertens,BEL,FW,2020,Napoli,1463,5.4179824,9,3.2112173,8,0.9232314,0.6390579,0.2841735,11,22,0.5000,29.682
Diego Farias,BRA,FW,2020,Spezia,1516,2.9247717,4,3.174688,2,2.0621189,0.9965357,1.0655832,18,26,0.6923,41.7457
Josip Ilicic,SVN,FW,2020,Atalanta,1530,5.7208125,6,7.9264696,9,5.2528461,3.7970084,1.4558377,57,100,0.5700,24.9645
Aleksandr Kokorin,RUS,FW,2020,Fiorentina,91,0.0,,0.0072053,,-0.0206669,-0.0372805,0.0166136,,,,50.0
Riccardo Saponara,ITA,WAM,2020,Fiorentina,50,0.0,,0.0570345,,-0.0169949,-0.0289078,0.0119129,1,1,1.0000,57.4
Riccardo Saponara,ITA,WAM,2020,Spezia,391,0.9941445,2,0.5511441,,0.8032594,0.5682548,0.2350046,9,14,0.6429,60.9999
Douglas Costa,BRA,WAM,2020,Juventus,40,,,0.0475545,,0.0345892,0.0156548,0.0189344,,,,
Stephan El Shaarawy,ITA,WAM,2020,Roma,572,1.3657987,1,1.39328,1,0.5567865,0.4219608,0.1348257,9,20,0.4500,52.8788
Ciro Immobile,ITA,FW,2020,Lazio,2866,19.6399473,20,4.29082,6,2.5083135,1.2324971,1.2758164,27,47,0.5745,42.2334
Mattia Destro,ITA,FW,2020,Genoa,1615,6.6054259,11,0.4669637,1,1.0032924,0.0936636,0.9096288,24,52,0.4615,39.3767
Simone Zaza,ITA,FW,2020,Torino,1483,7.7693013,6,0.9121206,,-0.2855931,-0.2734492,-0.0121439,7,18,0.3889,52.0366
